DATAFLOW,LAST UPDATE,freq,unit,s_adj,indic,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2015-Q3,100.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2015-Q4,99.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2016-Q1,98.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2016-Q2,99.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2016-Q3,99.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2016-Q4,98.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2017-Q1,100.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2017-Q2,103.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2017-Q3,102.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2017-Q4,102.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2018-Q1,105.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2018-Q2,109.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2018-Q3,107.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2018-Q4,107.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2019-Q1,110.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2019-Q2,115.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2019-Q3,116.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2019-Q4,118.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2020-Q1,121.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2020-Q2,123.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2020-Q3,122.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2020-Q4,125.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2021-Q1,127.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2021-Q2,129.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2021-Q3,129.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2021-Q4,129.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2022-Q1,127.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2022-Q2,129.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2022-Q3,128.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HR,2022-Q4,131.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2010-Q1,96.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2010-Q2,105.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2010-Q3,109.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2010-Q4,107.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2011-Q1,97.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2011-Q2,104.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2011-Q3,106.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2011-Q4,103.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2012-Q1,92.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2012-Q2,101.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2012-Q3,105.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2012-Q4,100.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2013-Q1,91.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2013-Q2,98.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2013-Q3,98.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2013-Q4,99.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2014-Q1,95.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2014-Q2,99.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2014-Q3,101.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2014-Q4,99.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2015-Q1,97.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2015-Q2,101.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2015-Q3,102.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2015-Q4,98.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2016-Q1,101.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2016-Q2,105.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2016-Q3,104.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2016-Q4,102.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2017-Q1,104.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2017-Q2,108.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2017-Q3,108.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2017-Q4,107.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2018-Q1,113.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2018-Q2,117.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2018-Q3,119.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2018-Q4,118.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2019-Q1,134.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2019-Q2,139.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2019-Q3,142.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2019-Q4,140.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2020-Q1,137.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2020-Q2,133.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2020-Q3,138.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2020-Q4,138.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2021-Q1,142.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2021-Q2,145.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2021-Q3,145.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2021-Q4,145.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2022-Q1,150.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2022-Q2,154.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2022-Q3,153.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,HU,2022-Q4,150.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2010-Q1,98.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2010-Q2,92.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2010-Q3,86.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2010-Q4,79.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2011-Q1,80.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2011-Q2,80.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2011-Q3,83.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2011-Q4,83.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2012-Q1,78.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2012-Q2,73.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2012-Q3,76.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2012-Q4,76.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2013-Q1,69.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2013-Q2,78.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2013-Q3,80.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2013-Q4,77.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2014-Q1,77.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2014-Q2,82.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2014-Q3,89.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2014-Q4,91.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2015-Q1,96.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2015-Q2,99.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2015-Q3,102.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2015-Q4,102.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2016-Q1,107.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2016-Q2,115.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2016-Q3,115.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2016-Q4,118.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2017-Q1,125.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2017-Q2,123.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2017-Q3,120.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2017-Q4,126.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2018-Q1,130.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2018-Q2,139.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2018-Q3,144.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2018-Q4,140.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2019-Q1,139.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2019-Q2,147.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2019-Q3,147.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2019-Q4,150.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2020-Q1,148.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2020-Q2,126.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2020-Q3,141.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2020-Q4,140.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2021-Q1,130.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2021-Q2,131.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2021-Q3,148.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2021-Q4,163.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2022-Q1,165.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2022-Q2,168.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2022-Q3,176.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IE,2022-Q4,168.5,p
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2010-Q1,82.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2010-Q2,88.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2010-Q3,92.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2010-Q4,84.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2011-Q1,75.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2011-Q2,81.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2011-Q3,84.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2011-Q4,78.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2012-Q1,70.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2012-Q2,79.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2012-Q3,84.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2012-Q4,80.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2013-Q1,76.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2013-Q2,84.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2013-Q3,89.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2013-Q4,86.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2014-Q1,82.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2014-Q2,91.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2014-Q3,96.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2014-Q4,93.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2015-Q1,90.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2015-Q2,100.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2015-Q3,105.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2015-Q4,103.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2016-Q1,102.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2016-Q2,116.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2016-Q3,124.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2016-Q4,124.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2017-Q1,122.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2017-Q2,136.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2017-Q3,144.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2017-Q4,144.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2018-Q1,141.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2018-Q2,151.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2018-Q3,155.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2018-Q4,153.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2019-Q1,147.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2019-Q2,157.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2019-Q3,159.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2019-Q4,151.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2020-Q1,139.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2020-Q2,142.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2020-Q3,146.7,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2020-Q4,142.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2021-Q1,136.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2021-Q2,151.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2021-Q3,157.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2021-Q4,155.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2022-Q1,151.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2022-Q2,169.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2022-Q3,176.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2022-Q4,177.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IS,2023-Q1,171.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2010-Q1,129.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2010-Q2,131.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2010-Q3,129.0,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2010-Q4,129.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2011-Q1,126.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2011-Q2,127.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2011-Q3,125.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2011-Q4,124.1,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2012-Q1,119.3,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2012-Q2,121.8,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2012-Q3,119.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2012-Q4,117.2,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2013-Q1,110.5,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2013-Q2,110.6,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2013-Q3,108.4,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2013-Q4,107.9,
ESTAT:EI_ISBU_Q(1.0),13/05/23 11:00:00,Q,I2015,NSA,IS-EPI,F,IT,2014-Q1,103.3,
